Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
8/8/2014,2014,,,136000,Single Family,Detached House,3,1,,1.020333,West
8/8/2014,2014,Waterbury,111670,49000,Single Family,Detached House,3,3,1069,1.020333,North
8/9/2014,2014,Norwalk,21980,801000,Single Family,Detached House,3,3,1096,1.020333,East
8/10/2014,2014,Bridgeport,,192400,?,Detached House,3,2,1089,1.020333,South
8/11/2014,2014,Stamford,700800,725000,Single Family,Detached House,3,2,937,1.020333,South
8/11/2014,2014,Stamford,283830,190000,Single Family,Detached House,3,1,1091,1.020333,South
8/12/2014,2014,Waterbury,121700,61000,Single Family,Detached House,3,3,945,1.020333,North
8/12/2014,2014,Waterbury,136140,20000,?,Triplex,6,5,1872,1.020333,West
8/12/2014,2014,Norwalk,312060,375000,?,Detached House,3,1,,1.020333,West
8/16/2014,2014,West Hartford,240800,400000,Single Family,Detached House,3,1,1007,1.020333,North
8/17/2014,2014,Norwalk,350350,511500,Single Family,Detached House,3,1,1004,1.020333,South
8/17/2014,2014,Stamford,413270,525000,?,Detached House,3,2,987,1.020333,South
8/17/2014,2014,,97120,45000,Single Family,Detached House,3,1,998,1.020333,West
8/17/2014,2014,Stamford,525420,550000,Single Family,Detached House,3,1,945,1.020333,West
8/18/2014,2014,Bridgeport,170490,40500,Two Family,Duplex,4,2,1241,1.020333,West
8/18/2014,2014,,517040,440000,?,Detached House,3,2,1051,1.020333,West
8/18/2014,2014,Waterbury,137320,140000,Two Family,Duplex,4,4,1450,1.020333,West
8/22/2014,2014,Waterbury,109740,25010,Two Family,Duplex,4,3,1475,1.020333,South
8/22/2014,2014,Norwalk,461650,575000,Single Family,Detached House,3,2,1054,1.020333,West
8/22/2014,2014,Stamford,434720,420000,Single Family,Detached House,3,3,1034,1.020333,East
8/22/2014,2014,West Hartford,236700,372500,?,Detached House,3,3,,1.020333,North
8/23/2014,2014,Stamford,410430,29000,Single Family,Detached House,3,2,952,1.020333,North
8/23/2014,2014,Norwalk,372120,340000,Single Family,Detached House,3,3,916,1.020333,West
8/24/2014,2014,West Hartford,201600,241100,?,Detached House,3,3,935,1.020333,South
8/24/2014,2014,Bridgeport,235670,165000,?,Duplex,4,4,,1.020333,North
8/25/2014,2014,West Hartford,211100,245000,Single Family,Detached House,3,3,1071,1.020333,West
8/25/2014,2014,,87210,14582,Three Family,Triplex,6,6,2023,1.020333,East
8/26/2014,2014,,564680,755000,Single Family,Detached House,3,3,998,1.020333,East
8/26/2014,2014,Stamford,353180,507000,Single Family,Detached House,3,1,990,1.020333,West
8/29/2014,2014,Bridgeport,,21000,Two Family,Duplex,4,3,1340,1.020333,North
8/29/2014,2014,Bridgeport,137160,150000,Single Family,Detached House,3,1,1033,1.020333,South
8/29/2014,2014,Norwalk,227360,328000,Single Family,Detached House,3,3,1086,1.020333,West
8/29/2014,2014,Bridgeport,146290,165000,Single Family,Detached House,3,2,1099,1.020333,North
8/29/2014,2014,,95990,19500,Two Family,Duplex,4,4,1305,1.020333,South
8/29/2014,2014,,182850,210000,Two Family,Duplex,4,2,1262,1.020333,South
8/30/2014,2014,Stamford,554730,600000,Single Family,Detached House,3,1,967,1.020333,South
8/30/2014,2014,,259400,380000,?,Detached House,3,1,970,1.020333,North
8/31/2014,2014,Waterbury,111550,105000,Single Family,Detached House,3,2,1007,1.020333,West
9/1/2014,2014,Stamford,473220,480000,Single Family,Detached House,3,1,1096,1.020333,West
9/1/2014,2014,Stamford,525480,626000,Single Family,Detached House,3,3,1084,1.020333,East
9/1/2014,2014,West Hartford,291200,415000,Single Family,Detached House,3,1,1030,1.020333,North
9/1/2014,2014,Stamford,310330,310000,Single Family,Detached House,3,3,961,1.020333,North
9/6/2014,2014,Bridgeport,171890,136000,?,Duplex,4,2,1432,1.020333,South
9/7/2014,2014,Waterbury,,36000,Single Family,Detached House,3,2,900,1.020333,West
9/7/2014,2014,Bridgeport,258220,105000,Single Family,Detached House,3,3,933,1.020333,West
9/8/2014,2014,,204330,135000,Three Family,Triplex,6,5,2157,1.020333,South
9/8/2014,2014,,147670,78000,Three Family,Triplex,6,6,1976,1.020333,South
9/8/2014,2014,West Hartford,130200,165000,Single Family,Detached House,3,1,1024,1.020333,North
9/8/2014,2014,Stamford,594960,800000,Single Family,Detached House,3,3,,1.020333,South
9/9/2014,2014,Waterbury,206640,220000,Single Family,Detached House,3,1,1036,1.020333,East
9/9/2014,2014,Waterbury,,221000,Single Family,Detached House,3,2,,1.020333,North
9/13/2014,2014,West Hartford,,363000,Single Family,Detached House,3,1,956,1.020333,East
9/14/2014,2014,Waterbury,,10000,Two Family,Duplex,4,3,,1.020333,West
9/14/2014,2014,Norwalk,449400,600000,Single Family,Detached House,3,2,975,1.020333,East
9/15/2014,2014,Stamford,378670,360000,Single Family,Detached House,3,1,986,1.020333,East
9/16/2014,2014,Stamford,608170,750000,Single Family,Detached House,3,1,,1.020333,North
9/16/2014,2014,Stamford,993410,1260658,Single Family,Detached House,3,3,1044,1.020333,North
9/19/2014,2014,Norwalk,255080,302500,Single Family,Detached House,3,2,1020,1.020333,East
9/19/2014,2014,Waterbury,113210,22000,Three Family,Triplex,6,5,,1.020333,South
9/19/2014,2014,Bridgeport,164700,170000,Single Family,Detached House,3,1,1023,1.020333,North
9/20/2014,2014,West Hartford,269500,365000,Single Family,Detached House,3,1,978,1.020333,East
9/22/2014,2014,West Hartford,,625000,?,Detached House,3,3,1091,1.020333,West
9/22/2014,2014,Waterbury,157000,185000,Single Family,Detached House,3,3,1016,1.020333,South
9/23/2014,2014,Stamford,323760,440000,Single Family,Detached House,3,3,1070,1.020333,West
9/26/2014,2014,West Hartford,311000,390000,Single Family,Detached House,3,2,1060,1.020333,East
9/26/2014,2014,West Hartford,236900,340000,?,Detached House,3,3,1020,1.020333,East
9/26/2014,2014,Stamford,548740,640000,Single Family,Detached House,3,1,,1.020333,South
9/27/2014,2014,Bridgeport,159830,76100,Two Family,Duplex,4,2,1336,1.020333,West
9/28/2014,2014,Waterbury,137300,75000,Three Family,Triplex,6,6,1949,1.020333,South
9/28/2014,2014,,368790,332280,Single Family,Detached House,3,2,1068,1.020333,West
9/29/2014,2014,West Hartford,125500,118000,Single Family,Detached House,3,2,975,1.020333,North
9/30/2014,2014,,,50000,Single Family,Detached House,3,3,964,1.020333,East
10/3/2014,2014,Waterbury,148240,145000,Single Family,Detached House,3,2,,1.020333,South
10/3/2014,2014,Waterbury,,128800,Single Family,Detached House,3,2,986,1.020333,West
10/3/2014,2014,Greenwich,1747830,3250000,Single Family,Detached House,3,3,,1.020333,East
10/3/2014,2014,Fairfield,274050,180000,?,Detached House,3,3,1093,1.020333,West
10/3/2014,2014,Greenwich,2346400,4050000,Single Family,Detached House,3,2,990,1.020333,East
10/3/2014,2014,Norwalk,251300,397000,?,Detached House,3,1,980,1.020333,West
10/4/2014,2014,Bridgeport,125050,120000,Single Family,Detached House,3,2,1077,1.020333,South
10/4/2014,2014,Bridgeport,162060,238000,Single Family,Detached House,3,1,1085,1.020333,East
10/5/2014,2014,,307160,205000,Single Family,Detached House,3,1,934,1.020333,East
10/5/2014,2014,Bridgeport,217690,181000,Single Family,Detached House,3,3,1090,1.020333,North
10/6/2014,2014,Norwalk,289870,420000,Single Family,Detached House,3,1,937,1.020333,North
10/6/2014,2014,Fairfield,399210,528000,?,Detached House,3,2,1070,1.020333,North
10/6/2014,2014,Waterbury,,139900,Single Family,Detached House,3,3,1048,1.020333,East
10/12/2014,2014,Fairfield,257390,423000,Single Family,Detached House,3,2,1093,1.020333,East
10/12/2014,2014,Greenwich,2676730,4495000,Single Family,Detached House,3,2,908,1.020333,West
10/12/2014,2014,Norwalk,265580,312500,Single Family,Detached House,3,1,988,1.020333,South
10/13/2014,2014,Bridgeport,173990,140000,Three Family,Triplex,6,6,2029,1.020333,West
10/14/2014,2014,Fairfield,1349530,2275000,Single Family,Detached House,3,3,1094,1.020333,West
10/14/2014,2014,Greenwich,549430,1152500,Single Family,Detached House,3,2,1015,1.020333,North
10/17/2014,2014,Bridgeport,168350,270000,Three Family,Triplex,6,4,2066,1.020333,East
10/17/2014,2014,Norwalk,441210,584500,Single Family,Detached House,3,3,,1.020333,North
10/17/2014,2014,Waterbury,142300,15000,?,Triplex,6,6,1842,1.020333,North
10/17/2014,2014,,,410000,Single Family,Detached House,3,1,1010,1.020333,South
10/17/2014,2014,Norwalk,,485000,Single Family,Detached House,3,2,907,1.020333,West
10/17/2014,2014,Bridgeport,,120000,Single Family,Detached House,3,2,1018,1.020333,West
10/17/2014,2014,Bridgeport,147900,270000,Three Family,Triplex,6,4,1825,1.020333,South
10/19/2014,2014,Stamford,507650,480000,Two Family,Duplex,4,2,,1.020333,North
10/19/2014,2014,Waterbury,154580,5000,Four Family,Fourplex,8,7,2460,1.020333,North
10/20/2014,2014,Bridgeport,157640,178000,?,Detached House,3,3,,1.020333,West
10/20/2014,2014,Bridgeport,164250,165000,Single Family,Detached House,3,3,1079,1.020333,East
10/20/2014,2014,Bridgeport,116970,42000,Single Family,Detached House,3,3,,1.020333,South
10/21/2014,2014,,380800,425000,Single Family,Detached House,3,3,927,1.020333,West
10/21/2014,2014,Greenwich,1055880,1100000,?,Detached House,3,1,985,1.020333,West
10/24/2014,2014,Bridgeport,232560,100000,?,Triplex,6,6,2141,1.020333,West
10/24/2014,2014,Waterbury,32570,18500,Single Family,Detached House,3,3,904,1.020333,West
10/25/2014,2014,Stamford,443860,300000,Single Family,Detached House,3,1,1061,1.020333,West
10/25/2014,2014,,132510,71000,Single Family,Detached House,3,3,964,1.020333,West
10/25/2014,2014,Waterbury,142150,75000,Single Family,Detached House,3,2,955,1.020333,North
10/27/2014,2014,Stamford,,391000,?,Detached House,3,3,911,1.020333,South
10/28/2014,2014,Norwalk,404460,495000,Single Family,Detached House,3,3,1050,1.020333,East
10/28/2014,2014,Fairfield,246540,83333,?,Detached House,3,2,951,1.020333,South
10/28/2014,2014,Fairfield,953820,1088000,?,Detached House,3,1,1057,1.020333,North
10/31/2014,2014,Stamford,370410,500000,Single Family,Detached House,3,2,1052,1.020333,East
10/31/2014,2014,Norwalk,257180,360000,?,Detached House,3,2,1042,1.020333,West
10/31/2014,2014,Bridgeport,139490,145000,Single Family,Detached House,3,2,1067,1.020333,East
10/31/2014,2014,Stamford,415350,346500,?,Detached House,3,2,1062,1.020333,South
10/31/2014,2014,Waterbury,115310,65000,Single Family,Detached House,3,3,974,1.020333,North
11/1/2014,2014,Bridgeport,244220,89000,Two Family,Duplex,4,4,1328,1.020333,East
11/1/2014,2014,Bridgeport,120200,93000,Single Family,Detached House,3,3,974,1.020333,East
11/1/2014,2014,Bridgeport,207000,260000,Single Family,Detached House,3,1,996,1.020333,South
11/1/2014,2014,,318430,630000,Single Family,Detached House,3,3,974,1.020333,West
11/1/2014,2014,Stamford,393040,376000,?,Detached House,3,1,956,1.020333,South
11/1/2014,2014,Bridgeport,169630,63000,?,Duplex,4,4,1365,1.020333,West
11/2/2014,2014,Stamford,280460,130000,Two Family,Duplex,4,3,,1.020333,South
11/2/2014,2014,Bridgeport,106960,140000,Single Family,Detached House,3,3,970,1.020333,West
11/2/2014,2014,Bridgeport,148280,179900,Single Family,Detached House,3,3,1099,1.020333,West
11/2/2014,2014,Norwalk,258370,295000,Single Family,Detached House,3,2,928,1.020333,West
11/2/2014,2014,Stamford,456200,642500,Single Family,Detached House,3,3,902,1.020333,North
11/3/2014,2014,Bridgeport,,35750,Single Family,Detached House,3,2,1018,1.020333,West
11/4/2014,2014,Waterbury,111490,25000,Single Family,Detached House,3,1,1027,1.020333,West
11/8/2014,2014,Bridgeport,,169900,?,Detached House,3,2,974,1.020333,North
11/8/2014,2014,Waterbury,122200,138750,?,Detached House,3,2,920,1.020333,East
11/8/2014,2014,Norwalk,248640,202500,Single Family,Detached House,3,1,918,1.020333,West
11/8/2014,2014,Norwalk,265510,325000,?,Detached House,3,1,,1.020333,West
11/8/2014,2014,Bridgeport,117640,115000,Single Family,Detached House,3,1,1035,1.020333,North
11/9/2014,2014,Bridgeport,173190,165000,Two Family,Duplex,4,2,1382,1.020333,North
11/10/2014,2014,Stamford,575890,350000,Three Family,Triplex,6,5,1923,1.020333,West
11/14/2014,2014,Waterbury,,192500,Single Family,Detached House,3,1,937,1.020333,West
11/14/2014,2014,Norwalk,384440,400000,Single Family,Detached House,3,1,902,1.020333,West
11/15/2014,2014,Greenwich,1259300,2500000,Single Family,Detached House,3,1,,1.020333,South
11/16/2014,2014,Waterbury,138180,173000,Single Family,Detached House,3,1,1013,1.020333,West
11/16/2014,2014,Fairfield,444990,653000,?,Detached House,3,3,984,1.020333,North
11/16/2014,2014,,283610,40100,Two Family,Duplex,4,4,1374,1.020333,West
11/16/2014,2014,Greenwich,1278130,6300000,Single Family,Detached House,3,2,,1.020333,East
11/16/2014,2014,,643720,945000,?,Detached House,3,2,1074,1.020333,North
11/16/2014,2014,Greenwich,469700,467500,?,Detached House,3,1,1039,1.020333,South
11/16/2014,2014,Norwalk,327740,500000,Single Family,Detached House,3,1,912,1.020333,East
11/17/2014,2014,,,160000,Two Family,Duplex,4,4,1466,1.020333,South
11/17/2014,2014,Bridgeport,,21000,Three Family,Triplex,6,6,1809,1.020333,West
11/17/2014,2014,Bridgeport,150810,80199,?,Duplex,4,4,1252,1.020333,South
11/18/2014,2014,Waterbury,125920,105000,Single Family,Detached House,3,2,956,1.020333,East
11/21/2014,2014,Greenwich,408450,400000,Two Family,Duplex,4,3,1214,1.020333,East
11/22/2014,2014,Greenwich,746550,2500000,Single Family,Detached House,3,1,990,1.020333,North
11/22/2014,2014,Waterbury,131930,147500,Single Family,Detached House,3,1,923,1.020333,East
11/23/2014,2014,Waterbury,,55000,Single Family,Detached House,3,1,1049,1.020333,West
11/28/2014,2014,Bridgeport,121050,41655,Two Family,Duplex,4,3,1205,1.020333,West
11/28/2014,2014,Stamford,264630,330000,Single Family,Detached House,3,1,,1.020333,East
11/29/2014,2014,Norwalk,335160,230000,Two Family,Duplex,4,4,1421,1.020333,East
11/29/2014,2014,Norwalk,423850,430000,Single Family,Detached House,3,3,946,1.020333,West
11/30/2014,2014,Fairfield,,348000,Single Family,Detached House,3,2,968,1.020333,South
11/30/2014,2014,Waterbury,,150000,Single Family,Detached House,3,3,907,1.020333,South
11/30/2014,2014,Waterbury,,60000,Two Family,Duplex,4,4,1476,1.020333,North
11/30/2014,2014,Norwalk,238280,212000,Single Family,Detached House,3,1,1035,1.020333,East
12/1/2014,2014,Bridgeport,137620,150000,Single Family,Detached House,3,3,1025,1.020333,South
12/2/2014,2014,Stamford,666040,810000,Single Family,Detached House,3,1,,1.020333,East
12/2/2014,2014,Bridgeport,190850,240000,Single Family,Detached House,3,3,1058,1.020333,North
12/5/2014,2014,Greenwich,611100,800000,Single Family,Detached House,3,3,949,1.020333,North
12/6/2014,2014,Bridgeport,149890,68000,Single Family,Detached House,3,3,966,1.020333,West
12/6/2014,2014,Waterbury,100840,38500,Single Family,Detached House,3,3,979,1.020333,West
12/6/2014,2014,Stamford,,4650000,Single Family,Detached House,3,2,902,1.020333,South
12/7/2014,2014,Bridgeport,198960,100000,Single Family,Detached House,3,2,1074,1.020333,West
12/9/2014,2014,Stamford,424060,580000,Single Family,Detached House,3,3,1025,1.020333,North
12/9/2014,2014,Fairfield,564200,1087500,Single Family,Detached House,3,2,925,1.020333,East
12/12/2014,2014,Bridgeport,160170,39000,?,Detached House,3,1,1052,1.020333,North
12/14/2014,2014,Bridgeport,138380,115000,Two Family,Duplex,4,2,1469,1.020333,West
12/14/2014,2014,,1605800,2375000,Single Family,Detached House,3,3,914,1.020333,North
12/14/2014,2014,Greenwich,761880,977000,Single Family,Detached House,3,1,1026,1.020333,East
12/15/2014,2014,,1043350,1501000,Single Family,Detached House,3,3,1065,1.020333,East
12/15/2014,2014,Norwalk,316190,145000,?,Detached House,3,1,969,1.020333,North
12/15/2014,2014,Bridgeport,,132000,Single Family,Detached House,3,2,1054,1.020333,East
12/15/2014,2014,Waterbury,128490,122000,Single Family,Detached House,3,2,1048,1.020333,South
12/15/2014,2014,Fairfield,525000,610000,Single Family,Detached House,3,1,1034,1.020333,South
12/15/2014,2014,Stamford,583180,642900,Single Family,Detached House,3,1,1007,1.020333,East
12/15/2014,2014,Norwalk,,500000,Single Family,Detached House,3,1,1081,1.020333,South
12/15/2014,2014,Bridgeport,144810,160000,Single Family,Detached House,3,3,948,1.020333,West
12/16/2014,2014,Greenwich,522480,710000,Single Family,Detached House,3,3,1049,1.020333,North
12/16/2014,2014,Fairfield,372190,425000,Single Family,Detached House,3,1,,1.020333,North
12/16/2014,2014,Greenwich,8658090,12368700,?,Detached House,3,3,985,1.020333,South
12/16/2014,2014,Fairfield,488110,529000,?,Detached House,3,2,1059,1.020333,North
12/16/2014,2014,Norwalk,326760,470000,Single Family,Detached House,3,2,964,1.020333,East
12/16/2014,2014,Stamford,390440,250000,Two Family,Duplex,4,3,1289,1.020333,North
12/19/2014,2014,Bridgeport,,120000,Two Family,Duplex,4,2,1385,1.020333,South
12/19/2014,2014,Fairfield,166040,169000,Single Family,Detached House,3,3,951,1.020333,West
12/20/2014,2014,Waterbury,,82500,Single Family,Detached House,3,3,908,1.020333,West
12/20/2014,2014,Waterbury,123790,40000,Single Family,Detached House,3,3,1043,1.020333,West
12/21/2014,2014,Stamford,393100,330000,Two Family,Duplex,4,4,1410,1.020333,West
12/21/2014,2014,Stamford,315590,332000,?,Detached House,3,2,906,1.020333,South
12/21/2014,2014,Fairfield,,865000,Single Family,Detached House,3,3,1048,1.020333,South
12/22/2014,2014,Bridgeport,191640,110000,?,Duplex,4,3,1288,1.020333,West
12/22/2014,2014,Greenwich,575540,948000,Single Family,Detached House,3,3,1094,1.020333,West
12/22/2014,2014,Waterbury,101500,91000,Single Family,Detached House,3,2,,1.020333,East
12/22/2014,2014,Waterbury,95050,50000,Single Family,Detached House,3,2,1015,1.020333,North
12/23/2014,2014,,,2000,?,Detached House,3,1,985,1.020333,West
12/27/2014,2014,,937230,1250000,Single Family,Detached House,3,3,943,1.020333,North
12/27/2014,2014,Waterbury,198210,155000,Single Family,Detached House,3,2,1070,1.020333,North
12/28/2014,2014,Waterbury,124930,127900,Single Family,Detached House,3,1,980,1.020333,East
12/28/2014,2014,Stamford,343330,350000,Single Family,Detached House,3,1,1095,1.020333,North
12/29/2014,2014,,191150,60000,Three Family,Triplex,6,5,,1.020333,West
12/29/2014,2014,Stamford,550770,442000,?,Detached House,3,3,1095,1.020333,East
12/29/2014,2014,Greenwich,336980,475000,?,Detached House,3,3,1059,1.020333,North
12/29/2014,2014,Bridgeport,192100,130000,?,Detached House,3,3,1032,1.020333,West
